ISO3,Year,Indicator
IRL,2004,UNDP-HDI-IHDI
ITA,2004,UNDP-HDI-IHDI
LTU,2004,UNDP-HDI-IHDI
LUX,2004,UNDP-HDI-IHDI
LVA,2004,UNDP-HDI-IHDI
MLT,2004,UNDP-HDI-IHDI
NLD,2004,UNDP-HDI-IHDI
POL,2004,UNDP-HDI-IHDI
PRT,2004,UNDP-HDI-IHDI
ROU,2004,UNDP-HDI-IHDI
SVK,2004,UNDP-HDI-IHDI
SVN,2004,UNDP-HDI-IHDI
SWE,2004,UNDP-HDI-IHDI
AUT,2005,UNDP-HDI-IHDI
BEL,2005,UNDP-HDI-IHDI
BGR,2005,UNDP-HDI-IHDI
CYP,2005,UNDP-HDI-IHDI
CZE,2005,UNDP-HDI-IHDI
DEU,2005,UNDP-HDI-IHDI
DNK,2005,UNDP-HDI-IHDI
ESP,2005,UNDP-HDI-IHDI
EST,2005,UNDP-HDI-IHDI
FIN,2005,UNDP-HDI-IHDI
FRA,2005,UNDP-HDI-IHDI
GRC,2005,UNDP-HDI-IHDI
HRV,2005,UNDP-HDI-IHDI
HUN,2005,UNDP-HDI-IHDI
IRL,2005,UNDP-HDI-IHDI
ITA,2005,UNDP-HDI-IHDI
LTU,2005,UNDP-HDI-IHDI
LUX,2005,UNDP-HDI-IHDI
LVA,2005,UNDP-HDI-IHDI
MLT,2005,UNDP-HDI-IHDI
NLD,2005,UNDP-HDI-IHDI
POL,2005,UNDP-HDI-IHDI
PRT,2005,UNDP-HDI-IHDI
ROU,2005,UNDP-HDI-IHDI
SVK,2005,UNDP-HDI-IHDI
SVN,2005,UNDP-HDI-IHDI
SWE,2005,UNDP-HDI-IHDI
AUT,2006,UNDP-HDI-IHDI
BEL,2006,UNDP-HDI-IHDI
BGR,2006,UNDP-HDI-IHDI
CYP,2006,UNDP-HDI-IHDI
CZE,2006,UNDP-HDI-IHDI
DEU,2006,UNDP-HDI-IHDI
DNK,2006,UNDP-HDI-IHDI
ESP,2006,UNDP-HDI-IHDI
EST,2006,UNDP-HDI-IHDI
FIN,2006,UNDP-HDI-IHDI
FRA,2006,UNDP-HDI-IHDI
GRC,2006,UNDP-HDI-IHDI
HRV,2006,UNDP-HDI-IHDI
HUN,2006,UNDP-HDI-IHDI
IRL,2006,UNDP-HDI-IHDI
ITA,2006,UNDP-HDI-IHDI
LTU,2006,UNDP-HDI-IHDI
LUX,2006,UNDP-HDI-IHDI
LVA,2006,UNDP-HDI-IHDI
MLT,2006,UNDP-HDI-IHDI
NLD,2006,UNDP-HDI-IHDI
POL,2006,UNDP-HDI-IHDI
PRT,2006,UNDP-HDI-IHDI
ROU,2006,UNDP-HDI-IHDI
SVK,2006,UNDP-HDI-IHDI
SVN,2006,UNDP-HDI-IHDI
SWE,2006,UNDP-HDI-IHDI
AUT,2007,UNDP-HDI-IHDI
BEL,2007,UNDP-HDI-IHDI
BGR,2007,UNDP-HDI-IHDI
CYP,2007,UNDP-HDI-IHDI
CZE,2007,UNDP-HDI-IHDI
DEU,2007,UNDP-HDI-IHDI
DNK,2007,UNDP-HDI-IHDI
ESP,2007,UNDP-HDI-IHDI
EST,2007,UNDP-HDI-IHDI
FIN,2007,UNDP-HDI-IHDI
FRA,2007,UNDP-HDI-IHDI
GRC,2007,UNDP-HDI-IHDI
HRV,2007,UNDP-HDI-IHDI
HUN,2007,UNDP-HDI-IHDI
IRL,2007,UNDP-HDI-IHDI
ITA,2007,UNDP-HDI-IHDI
LTU,2007,UNDP-HDI-IHDI
LUX,2007,UNDP-HDI-IHDI
LVA,2007,UNDP-HDI-IHDI
MLT,2007,UNDP-HDI-IHDI
NLD,2007,UNDP-HDI-IHDI
POL,2007,UNDP-HDI-IHDI
PRT,2007,UNDP-HDI-IHDI
ROU,2007,UNDP-HDI-IHDI
SVK,2007,UNDP-HDI-IHDI
SVN,2007,UNDP-HDI-IHDI
SWE,2007,UNDP-HDI-IHDI
AUT,2008,UNDP-HDI-IHDI
BEL,2008,UNDP-HDI-IHDI
BGR,2008,UNDP-HDI-IHDI
CYP,2008,UNDP-HDI-IHDI
CZE,2008,UNDP-HDI-IHDI
DEU,2008,UNDP-HDI-IHDI
DNK,2008,UNDP-HDI-IHDI
ESP,2008,UNDP-HDI-IHDI
EST,2008,UNDP-HDI-IHDI
FIN,2008,UNDP-HDI-IHDI
FRA,2008,UNDP-HDI-IHDI
GRC,2008,UNDP-HDI-IHDI
HRV,2008,UNDP-HDI-IHDI
HUN,2008,UNDP-HDI-IHDI
IRL,2008,UNDP-HDI-IHDI
ITA,2008,UNDP-HDI-IHDI
LTU,2008,UNDP-HDI-IHDI
LUX,2008,UNDP-HDI-IHDI
LVA,2008,UNDP-HDI-IHDI
MLT,2008,UNDP-HDI-IHDI
NLD,2008,UNDP-HDI-IHDI
POL,2008,UNDP-HDI-IHDI
PRT,2008,UNDP-HDI-IHDI
ROU,2008,UNDP-HDI-IHDI
SVK,2008,UNDP-HDI-IHDI
SVN,2008,UNDP-HDI-IHDI
SWE,2008,UNDP-HDI-IHDI
AUT,2009,UNDP-HDI-IHDI
BEL,2009,UNDP-HDI-IHDI
BGR,2009,UNDP-HDI-IHDI
CYP,2009,UNDP-HDI-IHDI
CZE,2009,UNDP-HDI-IHDI
DEU,2009,UNDP-HDI-IHDI
DNK,2009,UNDP-HDI-IHDI
ESP,2009,UNDP-HDI-IHDI
EST,2009,UNDP-HDI-IHDI
FIN,2009,UNDP-HDI-IHDI
FRA,2009,UNDP-HDI-IHDI
GRC,2009,UNDP-HDI-IHDI
HRV,2009,UNDP-HDI-IHDI
HUN,2009,UNDP-HDI-IHDI
IRL,2009,UNDP-HDI-IHDI
ITA,2009,UNDP-HDI-IHDI
LTU,2009,UNDP-HDI-IHDI
LUX,2009,UNDP-HDI-IHDI
LVA,2009,UNDP-HDI-IHDI
MLT,2009,UNDP-HDI-IHDI
NLD,2009,UNDP-HDI-IHDI
POL,2009,UNDP-HDI-IHDI
PRT,2009,UNDP-HDI-IHDI
ROU,2009,UNDP-HDI-IHDI
SVK,2009,UNDP-HDI-IHDI
SVN,2009,UNDP-HDI-IHDI
SWE,2009,UNDP-HDI-IHDI
DNK,2010,UNDP-HDI-IHDI
ESP,2010,UNDP-HDI-IHDI
DNK,2011,UNDP-HDI-IHDI
ESP,2011,UNDP-HDI-IHDI
DNK,2012,UNDP-HDI-IHDI
ESP,2012,UNDP-HDI-IHDI
DNK,2013,UNDP-HDI-IHDI
ESP,2013,UNDP-HDI-IHDI
AUT,1990,UNDP-HDI-IHDI-COEF-INEQ
BEL,1990,UNDP-HDI-IHDI-COEF-INEQ
BGR,1990,UNDP-HDI-IHDI-COEF-INEQ
CYP,1990,UNDP-HDI-IHDI-COEF-INEQ
CZE,1990,UNDP-HDI-IHDI-COEF-INEQ
DEU,1990,UNDP-HDI-IHDI-COEF-INEQ
DNK,1990,UNDP-HDI-IHDI-COEF-INEQ
ESP,1990,UNDP-HDI-IHDI-COEF-INEQ
EST,1990,UNDP-HDI-IHDI-COEF-INEQ
FIN,1990,UNDP-HDI-IHDI-COEF-INEQ
FRA,1990,UNDP-HDI-IHDI-COEF-INEQ
GRC,1990,UNDP-HDI-IHDI-COEF-INEQ
HRV,1990,UNDP-HDI-IHDI-COEF-INEQ
HUN,1990,UNDP-HDI-IHDI-COEF-INEQ
IRL,1990,UNDP-HDI-IHDI-COEF-INEQ
ITA,1990,UNDP-HDI-IHDI-COEF-INEQ
LTU,1990,UNDP-HDI-IHDI-COEF-INEQ
LUX,1990,UNDP-HDI-IHDI-COEF-INEQ
LVA,1990,UNDP-HDI-IHDI-COEF-INEQ
MLT,1990,UNDP-HDI-IHDI-COEF-INEQ
NLD,1990,UNDP-HDI-IHDI-COEF-INEQ
POL,1990,UNDP-HDI-IHDI-COEF-INEQ
PRT,1990,UNDP-HDI-IHDI-COEF-INEQ
ROU,1990,UNDP-HDI-IHDI-COEF-INEQ
SVK,1990,UNDP-HDI-IHDI-COEF-INEQ
SVN,1990,UNDP-HDI-IHDI-COEF-INEQ
SWE,1990,UNDP-HDI-IHDI-COEF-INEQ
AUT,1991,UNDP-HDI-IHDI-COEF-INEQ
BEL,1991,UNDP-HDI-IHDI-COEF-INEQ
BGR,1991,UNDP-HDI-IHDI-COEF-INEQ
CYP,1991,UNDP-HDI-IHDI-COEF-INEQ
CZE,1991,UNDP-HDI-IHDI-COEF-INEQ
DEU,1991,UNDP-HDI-IHDI-COEF-INEQ
DNK,1991,UNDP-HDI-IHDI-COEF-INEQ
ESP,1991,UNDP-HDI-IHDI-COEF-INEQ
EST,1991,UNDP-HDI-IHDI-COEF-INEQ
FIN,1991,UNDP-HDI-IHDI-COEF-INEQ
FRA,1991,UNDP-HDI-IHDI-COEF-INEQ
GRC,1991,UNDP-HDI-IHDI-COEF-INEQ
HRV,1991,UNDP-HDI-IHDI-COEF-INEQ
HUN,1991,UNDP-HDI-IHDI-COEF-INEQ
IRL,1991,UNDP-HDI-IHDI-COEF-INEQ
ITA,1991,UNDP-HDI-IHDI-COEF-INEQ
LTU,1991,UNDP-HDI-IHDI-COEF-INEQ
LUX,1991,UNDP-HDI-IHDI-COEF-INEQ
LVA,1991,UNDP-HDI-IHDI-COEF-INEQ
MLT,1991,UNDP-HDI-IHDI-COEF-INEQ
NLD,1991,UNDP-HDI-IHDI-COEF-INEQ
POL,1991,UNDP-HDI-IHDI-COEF-INEQ
PRT,1991,UNDP-HDI-IHDI-COEF-INEQ
ROU,1991,UNDP-HDI-IHDI-COEF-INEQ
SVK,1991,UNDP-HDI-IHDI-COEF-INEQ
SVN,1991,UNDP-HDI-IHDI-COEF-INEQ
SWE,1991,UNDP-HDI-IHDI-COEF-INEQ
AUT,1992,UNDP-HDI-IHDI-COEF-INEQ
BEL,1992,UNDP-HDI-IHDI-COEF-INEQ
BGR,1992,UNDP-HDI-IHDI-COEF-INEQ
CYP,1992,UNDP-HDI-IHDI-COEF-INEQ
CZE,1992,UNDP-HDI-IHDI-COEF-INEQ
DEU,1992,UNDP-HDI-IHDI-COEF-INEQ
DNK,1992,UNDP-HDI-IHDI-COEF-INEQ
ESP,1992,UNDP-HDI-IHDI-COEF-INEQ
EST,1992,UNDP-HDI-IHDI-COEF-INEQ
FIN,1992,UNDP-HDI-IHDI-COEF-INEQ
FRA,1992,UNDP-HDI-IHDI-COEF-INEQ
GRC,1992,UNDP-HDI-IHDI-COEF-INEQ
HRV,1992,UNDP-HDI-IHDI-COEF-INEQ
HUN,1992,UNDP-HDI-IHDI-COEF-INEQ
IRL,1992,UNDP-HDI-IHDI-COEF-INEQ
ITA,1992,UNDP-HDI-IHDI-COEF-INEQ
LTU,1992,UNDP-HDI-IHDI-COEF-INEQ
LUX,1992,UNDP-HDI-IHDI-COEF-INEQ
LVA,1992,UNDP-HDI-IHDI-COEF-INEQ
MLT,1992,UNDP-HDI-IHDI-COEF-INEQ
NLD,1992,UNDP-HDI-IHDI-COEF-INEQ
POL,1992,UNDP-HDI-IHDI-COEF-INEQ
PRT,1992,UNDP-HDI-IHDI-COEF-INEQ
ROU,1992,UNDP-HDI-IHDI-COEF-INEQ
SVK,1992,UNDP-HDI-IHDI-COEF-INEQ
SVN,1992,UNDP-HDI-IHDI-COEF-INEQ
SWE,1992,UNDP-HDI-IHDI-COEF-INEQ
AUT,1993,UNDP-HDI-IHDI-COEF-INEQ
BEL,1993,UNDP-HDI-IHDI-COEF-INEQ
BGR,1993,UNDP-HDI-IHDI-COEF-INEQ
CYP,1993,UNDP-HDI-IHDI-COEF-INEQ
CZE,1993,UNDP-HDI-IHDI-COEF-INEQ
DEU,1993,UNDP-HDI-IHDI-COEF-INEQ
DNK,1993,UNDP-HDI-IHDI-COEF-INEQ
ESP,1993,UNDP-HDI-IHDI-COEF-INEQ
EST,1993,UNDP-HDI-IHDI-COEF-INEQ
FIN,1993,UNDP-HDI-IHDI-COEF-INEQ
FRA,1993,UNDP-HDI-IHDI-COEF-INEQ
GRC,1993,UNDP-HDI-IHDI-COEF-INEQ
HRV,1993,UNDP-HDI-IHDI-COEF-INEQ
HUN,1993,UNDP-HDI-IHDI-COEF-INEQ
IRL,1993,UNDP-HDI-IHDI-COEF-INEQ
ITA,1993,UNDP-HDI-IHDI-COEF-INEQ
LTU,1993,UNDP-HDI-IHDI-COEF-INEQ
LUX,1993,UNDP-HDI-IHDI-COEF-INEQ
LVA,1993,UNDP-HDI-IHDI-COEF-INEQ
MLT,1993,UNDP-HDI-IHDI-COEF-INEQ
NLD,1993,UNDP-HDI-IHDI-COEF-INEQ
POL,1993,UNDP-HDI-IHDI-COEF-INEQ
PRT,1993,UNDP-HDI-IHDI-COEF-INEQ
ROU,1993,UNDP-HDI-IHDI-COEF-INEQ
SVK,1993,UNDP-HDI-IHDI-COEF-INEQ
SVN,1993,UNDP-HDI-IHDI-COEF-INEQ
SWE,1993,UNDP-HDI-IHDI-COEF-INEQ
AUT,1994,UNDP-HDI-IHDI-COEF-INEQ
BEL,1994,UNDP-HDI-IHDI-COEF-INEQ
BGR,1994,UNDP-HDI-IHDI-COEF-INEQ
CYP,1994,UNDP-HDI-IHDI-COEF-INEQ
CZE,1994,UNDP-HDI-IHDI-COEF-INEQ
DEU,1994,UNDP-HDI-IHDI-COEF-INEQ
DNK,1994,UNDP-HDI-IHDI-COEF-INEQ
ESP,1994,UNDP-HDI-IHDI-COEF-INEQ
EST,1994,UNDP-HDI-IHDI-COEF-INEQ
FIN,1994,UNDP-HDI-IHDI-COEF-INEQ
FRA,1994,UNDP-HDI-IHDI-COEF-INEQ
GRC,1994,UNDP-HDI-IHDI-COEF-INEQ
HRV,1994,UNDP-HDI-IHDI-COEF-INEQ
HUN,1994,UNDP-HDI-IHDI-COEF-INEQ
IRL,1994,UNDP-HDI-IHDI-COEF-INEQ
ITA,1994,UNDP-HDI-IHDI-COEF-INEQ
LTU,1994,UNDP-HDI-IHDI-COEF-INEQ
LUX,1994,UNDP-HDI-IHDI-COEF-INEQ
LVA,1994,UNDP-HDI-IHDI-COEF-INEQ
MLT,1994,UNDP-HDI-IHDI-COEF-INEQ
NLD,1994,UNDP-HDI-IHDI-COEF-INEQ
POL,1994,UNDP-HDI-IHDI-COEF-INEQ
PRT,1994,UNDP-HDI-IHDI-COEF-INEQ
ROU,1994,UNDP-HDI-IHDI-COEF-INEQ
SVK,1994,UNDP-HDI-IHDI-COEF-INEQ
SVN,1994,UNDP-HDI-IHDI-COEF-INEQ
SWE,1994,UNDP-HDI-IHDI-COEF-INEQ
AUT,1995,UNDP-HDI-IHDI-COEF-INEQ
BEL,1995,UNDP-HDI-IHDI-COEF-INEQ
BGR,1995,UNDP-HDI-IHDI-COEF-INEQ
CYP,1995,UNDP-HDI-IHDI-COEF-INEQ
CZE,1995,UNDP-HDI-IHDI-COEF-INEQ
DEU,1995,UNDP-HDI-IHDI-COEF-INEQ
DNK,1995,UNDP-HDI-IHDI-COEF-INEQ
ESP,1995,UNDP-HDI-IHDI-COEF-INEQ
EST,1995,UNDP-HDI-IHDI-COEF-INEQ
FIN,1995,UNDP-HDI-IHDI-COEF-INEQ
FRA,1995,UNDP-HDI-IHDI-COEF-INEQ
GRC,1995,UNDP-HDI-IHDI-COEF-INEQ
HRV,1995,UNDP-HDI-IHDI-COEF-INEQ
HUN,1995,UNDP-HDI-IHDI-COEF-INEQ
IRL,1995,UNDP-HDI-IHDI-COEF-INEQ
ITA,1995,UNDP-HDI-IHDI-COEF-INEQ
LTU,1995,UNDP-HDI-IHDI-COEF-INEQ
LUX,1995,UNDP-HDI-IHDI-COEF-INEQ
LVA,1995,UNDP-HDI-IHDI-COEF-INEQ
MLT,1995,UNDP-HDI-IHDI-COEF-INEQ
NLD,1995,UNDP-HDI-IHDI-COEF-INEQ
POL,1995,UNDP-HDI-IHDI-COEF-INEQ
PRT,1995,UNDP-HDI-IHDI-COEF-INEQ
ROU,1995,UNDP-HDI-IHDI-COEF-INEQ
SVK,1995,UNDP-HDI-IHDI-COEF-INEQ
SVN,1995,UNDP-HDI-IHDI-COEF-INEQ
SWE,1995,UNDP-HDI-IHDI-COEF-INEQ
AUT,1996,UNDP-HDI-IHDI-COEF-INEQ
BEL,1996,UNDP-HDI-IHDI-COEF-INEQ
BGR,1996,UNDP-HDI-IHDI-COEF-INEQ
CYP,1996,UNDP-HDI-IHDI-COEF-INEQ
CZE,1996,UNDP-HDI-IHDI-COEF-INEQ
DEU,1996,UNDP-HDI-IHDI-COEF-INEQ
DNK,1996,UNDP-HDI-IHDI-COEF-INEQ
ESP,1996,UNDP-HDI-IHDI-COEF-INEQ
EST,1996,UNDP-HDI-IHDI-COEF-INEQ
FIN,1996,UNDP-HDI-IHDI-COEF-INEQ
FRA,1996,UNDP-HDI-IHDI-COEF-INEQ
GRC,1996,UNDP-HDI-IHDI-COEF-INEQ
HRV,1996,UNDP-HDI-IHDI-COEF-INEQ
HUN,1996,UNDP-HDI-IHDI-COEF-INEQ
IRL,1996,UNDP-HDI-IHDI-COEF-INEQ
ITA,1996,UNDP-HDI-IHDI-COEF-INEQ
LTU,1996,UNDP-HDI-IHDI-COEF-INEQ
LUX,1996,UNDP-HDI-IHDI-COEF-INEQ
LVA,1996,UNDP-HDI-IHDI-COEF-INEQ
MLT,1996,UNDP-HDI-IHDI-COEF-INEQ
NLD,1996,UNDP-HDI-IHDI-COEF-INEQ
POL,1996,UNDP-HDI-IHDI-COEF-INEQ
PRT,1996,UNDP-HDI-IHDI-COEF-INEQ
ROU,1996,UNDP-HDI-IHDI-COEF-INEQ
SVK,1996,UNDP-HDI-IHDI-COEF-INEQ
SVN,1996,UNDP-HDI-IHDI-COEF-INEQ
SWE,1996,UNDP-HDI-IHDI-COEF-INEQ
AUT,1997,UNDP-HDI-IHDI-COEF-INEQ
BEL,1997,UNDP-HDI-IHDI-COEF-INEQ
BGR,1997,UNDP-HDI-IHDI-COEF-INEQ
CYP,1997,UNDP-HDI-IHDI-COEF-INEQ
CZE,1997,UNDP-HDI-IHDI-COEF-INEQ
DEU,1997,UNDP-HDI-IHDI-COEF-INEQ
DNK,1997,UNDP-HDI-IHDI-COEF-INEQ
ESP,1997,UNDP-HDI-IHDI-COEF-INEQ
EST,1997,UNDP-HDI-IHDI-COEF-INEQ
FIN,1997,UNDP-HDI-IHDI-COEF-INEQ
FRA,1997,UNDP-HDI-IHDI-COEF-INEQ
GRC,1997,UNDP-HDI-IHDI-COEF-INEQ
HRV,1997,UNDP-HDI-IHDI-COEF-INEQ
HUN,1997,UNDP-HDI-IHDI-COEF-INEQ
IRL,1997,UNDP-HDI-IHDI-COEF-INEQ
ITA,1997,UNDP-HDI-IHDI-COEF-INEQ
LTU,1997,UNDP-HDI-IHDI-COEF-INEQ
LUX,1997,UNDP-HDI-IHDI-COEF-INEQ
LVA,1997,UNDP-HDI-IHDI-COEF-INEQ
MLT,1997,UNDP-HDI-IHDI-COEF-INEQ
NLD,1997,UNDP-HDI-IHDI-COEF-INEQ
POL,1997,UNDP-HDI-IHDI-COEF-INEQ
PRT,1997,UNDP-HDI-IHDI-COEF-INEQ
ROU,1997,UNDP-HDI-IHDI-COEF-INEQ
SVK,1997,UNDP-HDI-IHDI-COEF-INEQ
SVN,1997,UNDP-HDI-IHDI-COEF-INEQ
SWE,1997,UNDP-HDI-IHDI-COEF-INEQ
AUT,1998,UNDP-HDI-IHDI-COEF-INEQ
BEL,1998,UNDP-HDI-IHDI-COEF-INEQ
BGR,1998,UNDP-HDI-IHDI-COEF-INEQ
CYP,1998,UNDP-HDI-IHDI-COEF-INEQ
CZE,1998,UNDP-HDI-IHDI-COEF-INEQ
DEU,1998,UNDP-HDI-IHDI-COEF-INEQ
DNK,1998,UNDP-HDI-IHDI-COEF-INEQ
ESP,1998,UNDP-HDI-IHDI-COEF-INEQ
EST,1998,UNDP-HDI-IHDI-COEF-INEQ
FIN,1998,UNDP-HDI-IHDI-COEF-INEQ
FRA,1998,UNDP-HDI-IHDI-COEF-INEQ
GRC,1998,UNDP-HDI-IHDI-COEF-INEQ
HRV,1998,UNDP-HDI-IHDI-COEF-INEQ
HUN,1998,UNDP-HDI-IHDI-COEF-INEQ
IRL,1998,UNDP-HDI-IHDI-COEF-INEQ
ITA,1998,UNDP-HDI-IHDI-COEF-INEQ
LTU,1998,UNDP-HDI-IHDI-COEF-INEQ
LUX,1998,UNDP-HDI-IHDI-COEF-INEQ
LVA,1998,UNDP-HDI-IHDI-COEF-INEQ
MLT,1998,UNDP-HDI-IHDI-COEF-INEQ
NLD,1998,UNDP-HDI-IHDI-COEF-INEQ
POL,1998,UNDP-HDI-IHDI-COEF-INEQ
PRT,1998,UNDP-HDI-IHDI-COEF-INEQ
ROU,1998,UNDP-HDI-IHDI-COEF-INEQ
SVK,1998,UNDP-HDI-IHDI-COEF-INEQ
SVN,1998,UNDP-HDI-IHDI-COEF-INEQ
SWE,1998,UNDP-HDI-IHDI-COEF-INEQ
AUT,1999,UNDP-HDI-IHDI-COEF-INEQ
BEL,1999,UNDP-HDI-IHDI-COEF-INEQ
BGR,1999,UNDP-HDI-IHDI-COEF-INEQ
CYP,1999,UNDP-HDI-IHDI-COEF-INEQ
CZE,1999,UNDP-HDI-IHDI-COEF-INEQ
DEU,1999,UNDP-HDI-IHDI-COEF-INEQ
DNK,1999,UNDP-HDI-IHDI-COEF-INEQ
ESP,1999,UNDP-HDI-IHDI-COEF-INEQ
EST,1999,UNDP-HDI-IHDI-COEF-INEQ
FIN,1999,UNDP-HDI-IHDI-COEF-INEQ
FRA,1999,UNDP-HDI-IHDI-COEF-INEQ
GRC,1999,UNDP-HDI-IHDI-COEF-INEQ
HRV,1999,UNDP-HDI-IHDI-COEF-INEQ
HUN,1999,UNDP-HDI-IHDI-COEF-INEQ
IRL,1999,UNDP-HDI-IHDI-COEF-INEQ
ITA,1999,UNDP-HDI-IHDI-COEF-INEQ
LTU,1999,UNDP-HDI-IHDI-COEF-INEQ
LUX,1999,UNDP-HDI-IHDI-COEF-INEQ
LVA,1999,UNDP-HDI-IHDI-COEF-INEQ
MLT,1999,UNDP-HDI-IHDI-COEF-INEQ
NLD,1999,UNDP-HDI-IHDI-COEF-INEQ
POL,1999,UNDP-HDI-IHDI-COEF-INEQ
PRT,1999,UNDP-HDI-IHDI-COEF-INEQ
ROU,1999,UNDP-HDI-IHDI-COEF-INEQ
SVK,1999,UNDP-HDI-IHDI-COEF-INEQ
SVN,1999,UNDP-HDI-IHDI-COEF-INEQ
SWE,1999,UNDP-HDI-IHDI-COEF-INEQ
AUT,2000,UNDP-HDI-IHDI-COEF-INEQ
BEL,2000,UNDP-HDI-IHDI-COEF-INEQ
BGR,2000,UNDP-HDI-IHDI-COEF-INEQ
CYP,2000,UNDP-HDI-IHDI-COEF-INEQ
CZE,2000,UNDP-HDI-IHDI-COEF-INEQ
DEU,2000,UNDP-HDI-IHDI-COEF-INEQ
DNK,2000,UNDP-HDI-IHDI-COEF-INEQ
ESP,2000,UNDP-HDI-IHDI-COEF-INEQ
EST,2000,UNDP-HDI-IHDI-COEF-INEQ
FIN,2000,UNDP-HDI-IHDI-COEF-INEQ
FRA,2000,UNDP-HDI-IHDI-COEF-INEQ
GRC,2000,UNDP-HDI-IHDI-COEF-INEQ
HRV,2000,UNDP-HDI-IHDI-COEF-INEQ
HUN,2000,UNDP-HDI-IHDI-COEF-INEQ
IRL,2000,UNDP-HDI-IHDI-COEF-INEQ
ITA,2000,UNDP-HDI-IHDI-COEF-INEQ
LTU,2000,UNDP-HDI-IHDI-COEF-INEQ
LUX,2000,UNDP-HDI-IHDI-COEF-INEQ
LVA,2000,UNDP-HDI-IHDI-COEF-INEQ
MLT,2000,UNDP-HDI-IHDI-COEF-INEQ
NLD,2000,UNDP-HDI-IHDI-COEF-INEQ
POL,2000,UNDP-HDI-IHDI-COEF-INEQ
PRT,2000,UNDP-HDI-IHDI-COEF-INEQ
ROU,2000,UNDP-HDI-IHDI-COEF-INEQ
SVK,2000,UNDP-HDI-IHDI-COEF-INEQ
SVN,2000,UNDP-HDI-IHDI-COEF-INEQ
SWE,2000,UNDP-HDI-IHDI-COEF-INEQ
AUT,2001,UNDP-HDI-IHDI-COEF-INEQ
BEL,2001,UNDP-HDI-IHDI-COEF-INEQ
BGR,2001,UNDP-HDI-IHDI-COEF-INEQ
CYP,2001,UNDP-HDI-IHDI-COEF-INEQ
CZE,2001,UNDP-HDI-IHDI-COEF-INEQ
DEU,2001,UNDP-HDI-IHDI-COEF-INEQ
DNK,2001,UNDP-HDI-IHDI-COEF-INEQ
ESP,2001,UNDP-HDI-IHDI-COEF-INEQ
EST,2001,UNDP-HDI-IHDI-COEF-INEQ
FIN,2001,UNDP-HDI-IHDI-COEF-INEQ
FRA,2001,UNDP-HDI-IHDI-COEF-INEQ
GRC,2001,UNDP-HDI-IHDI-COEF-INEQ
HRV,2001,UNDP-HDI-IHDI-COEF-INEQ
HUN,2001,UNDP-HDI-IHDI-COEF-INEQ
IRL,2001,UNDP-HDI-IHDI-COEF-INEQ
ITA,2001,UNDP-HDI-IHDI-COEF-INEQ
LTU,2001,UNDP-HDI-IHDI-COEF-INEQ
LUX,2001,UNDP-HDI-IHDI-COEF-INEQ
LVA,2001,UNDP-HDI-IHDI-COEF-INEQ
MLT,2001,UNDP-HDI-IHDI-COEF-INEQ
NLD,2001,UNDP-HDI-IHDI-COEF-INEQ
POL,2001,UNDP-HDI-IHDI-COEF-INEQ
PRT,2001,UNDP-HDI-IHDI-COEF-INEQ
ROU,2001,UNDP-HDI-IHDI-COEF-INEQ
SVK,2001,UNDP-HDI-IHDI-COEF-INEQ
SVN,2001,UNDP-HDI-IHDI-COEF-INEQ
SWE,2001,UNDP-HDI-IHDI-COEF-INEQ
AUT,2002,UNDP-HDI-IHDI-COEF-INEQ
BEL,2002,UNDP-HDI-IHDI-COEF-INEQ
BGR,2002,UNDP-HDI-IHDI-COEF-INEQ
CYP,2002,UNDP-HDI-IHDI-COEF-INEQ
CZE,2002,UNDP-HDI-IHDI-COEF-INEQ
DEU,2002,UNDP-HDI-IHDI-COEF-INEQ
DNK,2002,UNDP-HDI-IHDI-COEF-INEQ
ESP,2002,UNDP-HDI-IHDI-COEF-INEQ
EST,2002,UNDP-HDI-IHDI-COEF-INEQ
FIN,2002,UNDP-HDI-IHDI-COEF-INEQ
FRA,2002,UNDP-HDI-IHDI-COEF-INEQ
GRC,2002,UNDP-HDI-IHDI-COEF-INEQ
HRV,2002,UNDP-HDI-IHDI-COEF-INEQ
HUN,2002,UNDP-HDI-IHDI-COEF-INEQ
IRL,2002,UNDP-HDI-IHDI-COEF-INEQ
ITA,2002,UNDP-HDI-IHDI-COEF-INEQ
LTU,2002,UNDP-HDI-IHDI-COEF-INEQ
LUX,2002,UNDP-HDI-IHDI-COEF-INEQ
LVA,2002,UNDP-HDI-IHDI-COEF-INEQ
MLT,2002,UNDP-HDI-IHDI-COEF-INEQ
NLD,2002,UNDP-HDI-IHDI-COEF-INEQ
POL,2002,UNDP-HDI-IHDI-COEF-INEQ
PRT,2002,UNDP-HDI-IHDI-COEF-INEQ
ROU,2002,UNDP-HDI-IHDI-COEF-INEQ
SVK,2002,UNDP-HDI-IHDI-COEF-INEQ
SVN,2002,UNDP-HDI-IHDI-COEF-INEQ
SWE,2002,UNDP-HDI-IHDI-COEF-INEQ
AUT,2003,UNDP-HDI-IHDI-COEF-INEQ
BEL,2003,UNDP-HDI-IHDI-COEF-INEQ
BGR,2003,UNDP-HDI-IHDI-COEF-INEQ
CYP,2003,UNDP-HDI-IHDI-COEF-INEQ
CZE,2003,UNDP-HDI-IHDI-COEF-INEQ
DEU,2003,UNDP-HDI-IHDI-COEF-INEQ
DNK,2003,UNDP-HDI-IHDI-COEF-INEQ
