ISO3,Year,Indicator
GRC,1990,VA.EST
HRV,1990,VA.EST
HUN,1990,VA.EST
IRL,1990,VA.EST
ITA,1990,VA.EST
LTU,1990,VA.EST
LUX,1990,VA.EST
LVA,1990,VA.EST
MLT,1990,VA.EST
NLD,1990,VA.EST
POL,1990,VA.EST
PRT,1990,VA.EST
ROU,1990,VA.EST
SVK,1990,VA.EST
SVN,1990,VA.EST
SWE,1990,VA.EST
AUT,1991,VA.EST
BEL,1991,VA.EST
BGR,1991,VA.EST
CYP,1991,VA.EST
CZE,1991,VA.EST
DEU,1991,VA.EST
DNK,1991,VA.EST
ESP,1991,VA.EST
EST,1991,VA.EST
FIN,1991,VA.EST
FRA,1991,VA.EST
GRC,1991,VA.EST
HRV,1991,VA.EST
HUN,1991,VA.EST
IRL,1991,VA.EST
ITA,1991,VA.EST
LTU,1991,VA.EST
LUX,1991,VA.EST
LVA,1991,VA.EST
MLT,1991,VA.EST
NLD,1991,VA.EST
POL,1991,VA.EST
PRT,1991,VA.EST
ROU,1991,VA.EST
SVK,1991,VA.EST
SVN,1991,VA.EST
SWE,1991,VA.EST
AUT,1992,VA.EST
BEL,1992,VA.EST
BGR,1992,VA.EST
CYP,1992,VA.EST
CZE,1992,VA.EST
DEU,1992,VA.EST
DNK,1992,VA.EST
ESP,1992,VA.EST
EST,1992,VA.EST
FIN,1992,VA.EST
FRA,1992,VA.EST
GRC,1992,VA.EST
HRV,1992,VA.EST
HUN,1992,VA.EST
IRL,1992,VA.EST
ITA,1992,VA.EST
LTU,1992,VA.EST
LUX,1992,VA.EST
LVA,1992,VA.EST
MLT,1992,VA.EST
NLD,1992,VA.EST
POL,1992,VA.EST
PRT,1992,VA.EST
ROU,1992,VA.EST
SVK,1992,VA.EST
SVN,1992,VA.EST
SWE,1992,VA.EST
AUT,1993,VA.EST
BEL,1993,VA.EST
BGR,1993,VA.EST
CYP,1993,VA.EST
CZE,1993,VA.EST
DEU,1993,VA.EST
DNK,1993,VA.EST
ESP,1993,VA.EST
EST,1993,VA.EST
FIN,1993,VA.EST
FRA,1993,VA.EST
GRC,1993,VA.EST
HRV,1993,VA.EST
HUN,1993,VA.EST
IRL,1993,VA.EST
ITA,1993,VA.EST
LTU,1993,VA.EST
LUX,1993,VA.EST
LVA,1993,VA.EST
MLT,1993,VA.EST
NLD,1993,VA.EST
POL,1993,VA.EST
PRT,1993,VA.EST
ROU,1993,VA.EST
SVK,1993,VA.EST
SVN,1993,VA.EST
SWE,1993,VA.EST
AUT,1994,VA.EST
BEL,1994,VA.EST
BGR,1994,VA.EST
CYP,1994,VA.EST
CZE,1994,VA.EST
DEU,1994,VA.EST
DNK,1994,VA.EST
ESP,1994,VA.EST
EST,1994,VA.EST
FIN,1994,VA.EST
FRA,1994,VA.EST
GRC,1994,VA.EST
HRV,1994,VA.EST
HUN,1994,VA.EST
IRL,1994,VA.EST
ITA,1994,VA.EST
LTU,1994,VA.EST
LUX,1994,VA.EST
LVA,1994,VA.EST
MLT,1994,VA.EST
NLD,1994,VA.EST
POL,1994,VA.EST
PRT,1994,VA.EST
ROU,1994,VA.EST
SVK,1994,VA.EST
SVN,1994,VA.EST
SWE,1994,VA.EST
AUT,1995,VA.EST
BEL,1995,VA.EST
BGR,1995,VA.EST
CYP,1995,VA.EST
CZE,1995,VA.EST
DEU,1995,VA.EST
DNK,1995,VA.EST
ESP,1995,VA.EST
EST,1995,VA.EST
FIN,1995,VA.EST
FRA,1995,VA.EST
GRC,1995,VA.EST
HRV,1995,VA.EST
HUN,1995,VA.EST
IRL,1995,VA.EST
ITA,1995,VA.EST
LTU,1995,VA.EST
LUX,1995,VA.EST
LVA,1995,VA.EST
MLT,1995,VA.EST
NLD,1995,VA.EST
POL,1995,VA.EST
PRT,1995,VA.EST
ROU,1995,VA.EST
SVK,1995,VA.EST
SVN,1995,VA.EST
SWE,1995,VA.EST
MLT,1996,VA.EST
AUT,1997,VA.EST
BEL,1997,VA.EST
BGR,1997,VA.EST
CYP,1997,VA.EST
CZE,1997,VA.EST
DEU,1997,VA.EST
DNK,1997,VA.EST
ESP,1997,VA.EST
EST,1997,VA.EST
FIN,1997,VA.EST
FRA,1997,VA.EST
GRC,1997,VA.EST
HRV,1997,VA.EST
HUN,1997,VA.EST
IRL,1997,VA.EST
ITA,1997,VA.EST
LTU,1997,VA.EST
LUX,1997,VA.EST
LVA,1997,VA.EST
MLT,1997,VA.EST
NLD,1997,VA.EST
POL,1997,VA.EST
PRT,1997,VA.EST
ROU,1997,VA.EST
SVK,1997,VA.EST
SVN,1997,VA.EST
SWE,1997,VA.EST
MLT,1998,VA.EST
AUT,1999,VA.EST
BEL,1999,VA.EST
BGR,1999,VA.EST
CYP,1999,VA.EST
CZE,1999,VA.EST
DEU,1999,VA.EST
DNK,1999,VA.EST
ESP,1999,VA.EST
EST,1999,VA.EST
FIN,1999,VA.EST
FRA,1999,VA.EST
GRC,1999,VA.EST
HRV,1999,VA.EST
HUN,1999,VA.EST
IRL,1999,VA.EST
ITA,1999,VA.EST
LTU,1999,VA.EST
LUX,1999,VA.EST
LVA,1999,VA.EST
MLT,1999,VA.EST
NLD,1999,VA.EST
POL,1999,VA.EST
PRT,1999,VA.EST
ROU,1999,VA.EST
SVK,1999,VA.EST
SVN,1999,VA.EST
SWE,1999,VA.EST
MLT,2000,VA.EST
AUT,2001,VA.EST
BEL,2001,VA.EST
BGR,2001,VA.EST
CYP,2001,VA.EST
CZE,2001,VA.EST
DEU,2001,VA.EST
DNK,2001,VA.EST
ESP,2001,VA.EST
EST,2001,VA.EST
FIN,2001,VA.EST
FRA,2001,VA.EST
GRC,2001,VA.EST
HRV,2001,VA.EST
HUN,2001,VA.EST
IRL,2001,VA.EST
ITA,2001,VA.EST
LTU,2001,VA.EST
LUX,2001,VA.EST
LVA,2001,VA.EST
MLT,2001,VA.EST
NLD,2001,VA.EST
POL,2001,VA.EST
PRT,2001,VA.EST
ROU,2001,VA.EST
SVK,2001,VA.EST
SVN,2001,VA.EST
SWE,2001,VA.EST
MLT,2002,VA.EST
MLT,2003,VA.EST
MLT,2004,VA.EST
MLT,2005,VA.EST
MLT,2006,VA.EST
MLT,2007,VA.EST
MLT,2008,VA.EST
MLT,2009,VA.EST
MLT,2010,VA.EST
MLT,2011,VA.EST
MLT,2012,VA.EST
MLT,2013,VA.EST
MLT,2014,VA.EST
MLT,2015,VA.EST
MLT,2016,VA.EST
MLT,2017,VA.EST
MLT,2018,VA.EST
MLT,2019,VA.EST
MLT,2020,VA.EST
MLT,2021,VA.EST
MLT,2022,VA.EST
